 &plot nbnd=  30, nks=    91 /
           -0.500000  0.288675  0.000000
  -48.002  -47.966  -22.139  -22.024  -21.912  -21.879  -21.720  -21.715    5.633   10.212
   12.410   12.901   13.436   14.713   16.087   18.117   18.388   18.676   18.923   19.194
   19.325   20.331   23.908   24.328   28.040   30.108   31.489   32.937   33.745   33.945
           -0.475000  0.274241  0.000000
  -48.003  -47.966  -22.137  -22.022  -21.915  -21.878  -21.720  -21.713    5.618   10.226
   12.406   12.906   13.445   14.710   16.076   18.084   18.374   18.667   18.823   19.172
   19.452   20.369   23.692   24.546   28.069   30.134   31.493   32.936   33.742   33.981
           -0.450000  0.259808  0.000000
  -48.005  -47.965  -22.130  -22.016  -21.924  -21.876  -21.719  -21.707    5.576   10.267
   12.391   12.921   13.474   14.704   16.047   17.990   18.332   18.630   18.645   19.170
   19.663   20.476   23.349   24.896   28.151   30.208   31.510   32.935   33.731   34.086
           -0.425000  0.245374  0.000000
  -48.009  -47.965  -22.119  -22.006  -21.936  -21.872  -21.717  -21.698    5.508   10.336
   12.365   12.945   13.521   14.696   16.002   17.849   18.261   18.424   18.619   19.179
   19.883   20.632   22.993   25.271   28.272   30.316   31.552   32.935   33.712   34.259
           -0.400000  0.230940  0.000000
  -48.013  -47.964  -22.103  -21.992  -21.952  -21.868  -21.715  -21.687    5.416   10.430
   12.325   12.978   13.585   14.688   15.949   17.678   18.163   18.224   18.591   19.193
   20.096   20.817   22.639   25.662   28.416   30.429   31.646   32.937   33.686   34.493
           -0.375000  0.216506  0.000000
  -48.019  -47.964  -22.084  -21.975  -21.969  -21.862  -21.712  -21.675    5.303   10.547
   12.265   13.017   13.665   14.685   15.896   17.492   18.033   18.044   18.560   19.206
   20.292   21.017   22.296   26.073   28.561   30.500   31.827   32.942   33.660   34.785
           -0.350000  0.202073  0.000000
  -48.025  -47.965  -22.061  -21.988  -21.955  -21.855  -21.709  -21.662    5.174   10.686
   12.185   13.063   13.758   14.691   15.852   17.303   17.852   17.908   18.526   19.213
   20.464   21.219   21.975   26.505   28.692   30.492   32.109   32.952   33.654   34.976
           -0.325000  0.187639  0.000000
  -48.031  -47.965  -22.038  -22.006  -21.932  -21.847  -21.706  -21.650    5.033   10.844
   12.082   13.113   13.860   14.712   15.823   17.119   17.682   17.760   18.486   19.207
   20.598   21.419   21.697   26.955   28.802   30.394   32.459   32.968   33.708   34.945
           -0.300000  0.173205  0.000000
  -48.038  -47.966  -22.034  -22.002  -21.907  -21.839  -21.702  -21.638    4.884   11.020
   11.958   13.165   13.965   14.753   15.814   16.949   17.520   17.605   18.439   19.179
   20.658   21.502   21.608   27.411   28.899   30.213   32.797   32.991   33.896   34.972
           -0.275000  0.158771  0.000000
  -48.045  -47.967  -22.051  -21.976  -21.881  -21.830  -21.698  -21.627    4.730   11.211
   11.816   13.216   14.065   14.821   15.827   16.797   17.368   17.446   18.386   19.120
   20.602   21.443   21.785   27.840   29.015   29.961   33.024   33.051   34.269   35.066
           -0.250000  0.144338  0.000000
  -48.051  -47.969  -22.070  -21.946  -21.854  -21.820  -21.694  -21.617    4.575   11.409
   11.666   13.264   14.155   14.920   15.862   16.668   17.223   17.288   18.324   19.022
   20.455   21.503   21.946   28.167   29.221   29.657   33.067   33.239   34.763   35.253
           -0.225000  0.129904  0.000000
  -48.058  -47.970  -22.088  -21.916  -21.826  -21.810  -21.690  -21.608    4.423   11.472
   11.657   13.306   14.228   15.049   15.917   16.566   17.086   17.135   18.255   18.885
   20.281   21.621   22.090   28.326   29.275   29.632   33.120   33.408   35.180   35.649
           -0.200000  0.115470  0.000000
  -48.064  -47.972  -22.105  -21.887  -21.801  -21.799  -21.687  -21.600    4.278   11.319
   11.871   13.341   14.282   15.206   15.988   16.493   16.956   16.990   18.177   18.714
   20.112   21.762   22.215   28.358   28.919   30.121   33.185   33.583   35.456   36.244
           -0.175000  0.101036  0.000000
  -48.070  -47.974  -22.120  -21.860  -21.792  -21.774  -21.684  -21.592    4.143   11.162
   12.101   13.367   14.318   15.381   16.071   16.448   16.833   16.857   18.093   18.521
   19.952   21.912   22.322   28.329   28.552   30.674   33.260   33.778   35.682   36.854
